ID,topic,premise,conclusion,validity_101,validity_102,validity_103,validity_111,validity_112,novelty_101,novelty_102,novelty_103,novelty_111,novelty_112
test_93#T5_best_beam_prediction,Trying 9/11 terror suspects in NYC courts,"The politics of the trial stems from Obama’s decision to announce the closing of Guantanamo before he had lined up takers for its prisoners. Now with unemployment at 10.2 percent, he could hold an auction for the officials in Illinois, Montana, Michigan and Colorado clamoring for the detainees to fill their underused prisons. The politician who wins the detainees isn’t going to get booted from office. He’s going to get a parade.",Guantanamo detainees are a political issue, 1, 1, -1,,, -1, 1, -1,,
test_93#T5_ground_truth,Trying 9/11 terror suspects in NYC courts,"The politics of the trial stems from Obama’s decision to announce the closing of Guantanamo before he had lined up takers for its prisoners. Now with unemployment at 10.2 percent, he could hold an auction for the officials in Illinois, Montana, Michigan and Colorado clamoring for the detainees to fill their underused prisons. The politician who wins the detainees isn’t going to get booted from office. He’s going to get a parade.",Trying and imprisoning terrorists can create US jobs, 1, 1, 1,,, -1, 1, 1,,
test_93#_random_conclusion,Trying 9/11 terror suspects in NYC courts,"The politics of the trial stems from Obama’s decision to announce the closing of Guantanamo before he had lined up takers for its prisoners. Now with unemployment at 10.2 percent, he could hold an auction for the officials in Illinois, Montana, Michigan and Colorado clamoring for the detainees to fill their underused prisons. The politician who wins the detainees isn’t going to get booted from office. He’s going to get a parade.",The administration argued as early as 2004:, -1, -1, -1,,, -1, -1, -1,,
test_94#T5+topic+specific+generic+inf_best_beam_prediction,Trying 9/11 terror suspects in NYC courts,"The additional security required to guard against #3 will cost the federal and city governments a fortune, interfere with the administration of justice in a busy federal district and busy federal prison, add to the traffic and delays already extant in lower Manhattan, and place a great burden on the jurors, judge, and prosecutors.",Trying 9/11 suspects in NYC would be costly, 1, 1, 1,,, -1, -1, -1,,
test_94#T5smooth+topic_best_beam_prediction,Trying 9/11 terror suspects in NYC courts,"The additional security required to guard against #3 will cost the federal and city governments a fortune, interfere with the administration of justice in a busy federal district and busy federal prison, add to the traffic and delays already extant in lower Manhattan, and place a great burden on the jurors, judge, and prosecutors.",Terror suspects in NYC courts will be costly, 1, 1, 1,,, -1, -1, -1,,
test_94#T5_best_beam_prediction,Trying 9/11 terror suspects in NYC courts,"The additional security required to guard against #3 will cost the federal and city governments a fortune, interfere with the administration of justice in a busy federal district and busy federal prison, add to the traffic and delays already extant in lower Manhattan, and place a great burden on the jurors, judge, and prosecutors.",Guantanamo detainees are a burden on government, -1, 1, 1,,, -1, 1, 1,,
test_94#T5_ground_truth,Trying 9/11 terror suspects in NYC courts,"The additional security required to guard against #3 will cost the federal and city governments a fortune, interfere with the administration of justice in a busy federal district and busy federal prison, add to the traffic and delays already extant in lower Manhattan, and place a great burden on the jurors, judge, and prosecutors.",Trying terrorists in NY requires costly security, 1, 1, 1,,, -1, -1, -1,,
test_94#_random_conclusion,Trying 9/11 terror suspects in NYC courts,"The additional security required to guard against #3 will cost the federal and city governments a fortune, interfere with the administration of justice in a busy federal district and busy federal prison, add to the traffic and delays already extant in lower Manhattan, and place a great burden on the jurors, judge, and prosecutors.",Completing a hard video game makes you feel accomplished., -1, -1, -1,,, -1, -1, -1,,
test_97#T5+topic+specific+generic+inf_best_beam_prediction,Trying 9/11 terror suspects in NYC courts,A November 2009 CBS News Poll found that only 40 percent of Americans want Mohammed and his four minions to be tried in federal criminal court.,Most Americans don't support a trial of 9/11 terrorists, 1, -1, 1,,, -1, 1, -1,,
test_97#T5smooth+topic_best_beam_prediction,Trying 9/11 terror suspects in NYC courts,A November 2009 CBS News Poll found that only 40 percent of Americans want Mohammed and his four minions to be tried in federal criminal court.,Most Americans do not want to see 9/11 suspects tried in federal courts, 1, 1, 1,,, -1, -1, -1,,
test_97#T5_best_beam_prediction,Trying 9/11 terror suspects in NYC courts,A November 2009 CBS News Poll found that only 40 percent of Americans want Mohammed and his four minions to be tried in federal criminal court.,Public opinion does not support bringing Mohammed to justice, -1, -1, -1,,, -1, 1, -1,,
test_97#T5_ground_truth,Trying 9/11 terror suspects in NYC courts,A November 2009 CBS News Poll found that only 40 percent of Americans want Mohammed and his four minions to be tried in federal criminal court.,Majority of Americans are opposed to civilian trial of terrorists., 1, 1, 1,,, -1, -1, -1,,
